FID,providerid,uid,caretype,price,capacity,quality,provider_l,provider_1
4164,VWR8TK0G,4165,family,5,13,1,-93.775890000000004,47.764420000000001
4165,YWT5DR2L,4166,center,395,58,1,-93.775810000000007,45.794969999999999
4166,WTQ8EN2Q,4167,family,77,39,2,-93.775610000000000,45.350380000000001
4167,MRM3CO1J,4168,center,284,100,2,-93.775069999999999,45.040860000000002
4168,CDI2CM2L,4169,family,117,47,1,-93.774609999999996,45.365580000000001
4169,OZV4HJ1Z,4170,family,77,1,4,-93.772940000000006,45.349809999999998
4170,JIV6RZ9N,4171,family,148,44,3,-93.771739999999994,45.037170000000003
4171,SYC6WB7A,4172,family,232,21,2,-93.770920000000004,45.286070000000002
4172,JTZ6PA1D,4173,family,186,14,4,-93.770390000000006,44.605409999999999
4173,GZY3ZY8O,4174,family,248,45,3,-93.769800000000004,44.848289999999999
4174,NXN4ZN2Z,4175,family,173,13,1,-93.769620000000003,44.383600000000001
4175,GAC1IJ8B,4176,family,86,3,2,-93.769378662099996,44.618732452400003
4176,CHS7FP8E,4177,family,130,27,2,-93.769369999999995,44.619100000000003
4177,MBX7XL6X,4178,center,293,37,1,-93.769340000000000,44.621810000000004
4178,PZJ7JV6N,4179,center,131,96,3,-93.769289999999998,44.607210000000002
4179,NWA1QU6B,4180,family,244,50,4,-93.769040000000004,45.352229999999999
4180,UDB4HW0I,4181,family,3,31,2,-93.767799999999994,44.621279999999999
4181,YUL6SG2O,4182,family,152,34,1,-93.766853332500006,45.056850433299999
4182,JTV3EW8B,4183,center,471,76,1,-93.766109999999998,44.623289999999997
4183,WFX7DV5U,4184,center,169,91,2,-93.765699999999995,44.622360000000000
4184,CFI7MS3E,4185,center,407,75,3,-93.765609999999995,44.608120000000000
4185,IUA1UD7L,4186,family,292,17,3,-93.765029907200002,45.278541564900003
4186,IPR3AM7P,4187,family,112,11,3,-93.764290000000003,44.617849999999997
4187,MUX5LV0O,4188,family,271,10,1,-93.764229999999998,44.608449999999998
4188,MCZ4QZ4G,4189,family,129,5,2,-93.763949999999994,45.359029999999997
4189,PVP4SB0A,4190,family,298,9,2,-93.763729999999995,44.605890000000002
4190,HLT7VD2K,4191,center,137,24,2,-93.763404846200004,45.278518676799997
4191,YDX7ET2S,4192,family,141,3,2,-93.763389587399999,44.605922698999997
4192,FHO5KO9V,4193,family,246,39,3,-93.763343810999999,45.282489776600002
4193,FIM9GJ2V,4194,family,216,39,2,-93.763300000000001,45.357810000000001
4194,FJH0DO7M,4195,family,173,37,1,-93.762429999999995,44.606529999999999
4195,ZPQ9WY0X,4196,center,111,85,2,-93.762275695800000,45.335956573499999
4196,LBE2LS8G,4197,center,240,25,2,-93.762270000000001,44.608120000000000
4197,WDN2HU1I,4198,center,183,59,2,-93.761740000000003,45.356499999999997
4198,ENO8SU0X,4199,family,231,44,2,-93.761730000000000,45.283349999999999
4199,RHP1OX9K,4200,center,443,97,4,-93.761596679700006,45.282917022699998
4200,UKM8DB0L,4201,center,125,29,4,-93.761430000000004,45.283909999999999
4201,ZSK8CG9E,4202,family,273,39,4,-93.761120000000005,45.354210000000002
4202,OSG4EW0Y,4203,family,71,3,4,-93.760949999999994,45.293010000000002
4203,XRI2HI0D,4204,family,284,22,4,-93.760803222700005,45.283966064500000
4204,DNU7BV9E,4205,family,120,47,2,-93.759550000000004,44.626800000000003
4205,WBK6NF6C,4206,family,149,24,2,-93.758628845199993,45.321273803700002
4206,OAK2UO5V,4207,center,153,62,4,-93.758439999999993,45.320999999999998
4207,CWL3GZ2C,4208,center,124,89,2,-93.757900000000006,44.609980000000000
4208,VOI8BW7N,4209,family,85,19,3,-93.757890000000003,44.612020000000001
4209,SUD8ZP3U,4210,center,490,60,1,-93.757660000000001,44.608400000000003
4210,BJR6FV1T,4211,family,178,22,4,-93.757438659700000,45.281452178999999
4211,XDB5FS4M,4212,center,249,69,1,-93.757180000000005,45.299590000000002
4212,JNS4ET7W,4213,family,39,49,2,-93.756980896000002,44.609283447300001
4213,VSU0HK2P,4214,family,50,35,2,-93.756960000000007,44.626790000000000
4214,CAN3NI2G,4215,family,201,47,1,-93.756736755399999,44.613117217999999
4215,HGF9WD0S,4216,family,20,27,1,-93.756640000000004,44.608300000000000
4216,LKF3FW4T,4217,family,227,38,3,-93.756179809599999,45.278381347699998
4217,BIS4HV4G,4218,center,159,35,3,-93.756118774399994,46.182048797599997
4218,AIC6LI0S,4219,center,382,78,3,-93.755619999999993,45.278700000000001
4219,BBF3GO5W,4220,family,217,46,1,-93.755619999999993,45.359890000000000
4220,JXP3FR2O,4221,family,192,23,3,-93.754936218300003,45.324016571000001
4221,CZA5WK4A,4222,family,108,12,1,-93.754554748499999,44.608650207499998
4222,AJS9ZP5V,4223,family,113,21,2,-93.753219999999999,45.282580000000003
4223,MYH4GF5L,4224,family,29,35,3,-93.752730000000000,44.610219999999998
4224,BBZ0NN6W,4225,center,349,27,3,-93.752539999999996,45.085949999999997
4225,YVC5AF2T,4226,family,113,21,1,-93.752399999999994,44.833860000000001
4226,HHO0ZY7R,4227,center,246,72,1,-93.752098083500002,44.833858489999997
4227,RFJ7FE1I,4228,family,189,2,1,-93.751159999999999,44.616120000000002
4228,EGX0DY4I,4229,family,75,32,1,-93.751159999999999,45.359990000000003
4229,XIG6PA5J,4230,family,12,31,3,-93.751149999999996,45.324109999999997
4230,WDB0RI7G,4231,center,263,51,2,-93.750870000000006,45.661259999999999
4231,VSN2ZD0H,4232,family,237,35,3,-93.750730000000004,45.378579999999999
4232,RSV4TN2S,4233,family,73,37,2,-93.750529999999998,45.291609999999999
4233,WVR3ZE5R,4234,center,400,96,2,-93.750259999999997,45.355559999999997
4234,WNZ5DP7Y,4235,family,179,3,4,-93.749920000000003,44.627949999999998
4235,CIN4HS6Y,4236,family,56,38,1,-93.749470000000002,45.361300000000000
4236,ARG0KH2O,4237,family,173,23,2,-93.749412536600005,45.362533569299998
4237,GML7LH4N,4238,family,159,24,1,-93.749350000000007,45.362209999999997
4238,QBY6AX0Y,4239,family,6,50,1,-93.748619079600005,45.327053070100000
4239,FXK6LZ3L,4240,center,371,86,4,-93.747339999999994,44.626199999999997
4240,EMA0OD5U,4241,center,347,51,4,-93.747200000000007,44.612459999999999
4241,JNR6ZB7M,4242,family,69,50,1,-93.747020000000006,45.352150000000002
4242,LMI7VN1D,4243,family,274,0,1,-93.747009277299995,44.608547210700003
4243,UBG5HR5O,4244,family,228,48,1,-93.746780000000001,45.328760000000003
4244,JET8BU1W,4245,family,95,38,4,-93.746619999999993,45.342140000000001
4245,MIU0YN6F,4246,family,41,1,2,-93.746543884299996,45.352783203100003
4246,GIO2CX4K,4247,center,208,37,3,-93.746359999999996,44.400120000000001
4247,RGB1FL3E,4248,family,207,34,3,-93.746353149399994,44.398887634300003
4248,ZKE9SP7Y,4249,center,124,41,1,-93.746284484900002,45.318431854200000
4249,OSJ3XI8B,4250,center,132,63,4,-93.746189999999999,45.335239999999999
4250,GYF0NX4E,4251,center,209,78,1,-93.746150000000000,45.082439999999998
4251,MXK8OU0K,4252,center,448,27,2,-93.746070000000003,44.840980000000002
4252,RRQ7LP3I,4253,family,168,31,4,-93.745649999999998,45.286380000000001
4253,ASI8VI7L,4254,family,256,38,1,-93.745559999999998,45.093010000000000
4254,WIC7AH8B,4255,center,276,29,4,-93.745220000000003,45.088529999999999
4255,VVD2NN7E,4256,family,147,15,1,-93.745220000000003,45.317270000000001
4256,YYD3RF7S,4257,center,443,79,4,-93.745094299300007,45.415111541700000
4257,EYQ3TN2T,4258,family,29,38,3,-93.745071411100000,45.081207275399997
4258,LHA0ON6B,4259,center,192,64,2,-93.744919999999993,45.414630000000002
4259,RHT1HE5M,4260,center,377,33,2,-93.744460000000004,45.345030000000001
4260,PYT2VD9W,4261,family,51,2,2,-93.744277954099999,45.078037262000002
4261,MKQ0WO6D,4262,center,235,45,3,-93.744230000000002,44.610709999999997
4262,XTB9HK3X,4263,family,254,20,4,-93.743880000000004,45.355289999999997
4263,PCL2EW6Q,4264,center,358,42,1,-93.743830000000003,44.613970000000002
4264,ZYP6ZQ6M,4265,family,64,26,2,-93.743522643999995,45.355464935299999
4265,HOF3DC9N,4266,family,137,37,3,-93.742750000000001,45.343629999999997
4266,OEH0FU0N,4267,family,51,42,4,-93.742500305199997,45.328418731699998
4267,RDO8FN4K,4268,center,450,96,4,-93.742170000000002,44.611510000000003
4268,LZQ4OX6Q,4269,center,249,78,1,-93.742099999999994,44.613529999999997
4269,UVV2GE2O,4270,family,149,40,2,-93.742019999999997,44.614829999999998
4270,KTG7GZ0X,4271,family,254,29,1,-93.741919999999993,44.900410000000001
4271,GCH9FA7Z,4272,center,421,86,3,-93.741810000000001,45.089329999999997
4272,IOX6OS0Y,4273,family,152,17,1,-93.741309999999999,44.606949999999998
4273,OQW4RT5O,4274,family,212,8,2,-93.740750000000006,45.324269999999999
4274,BRR8UX3A,4275,family,192,23,2,-93.740369999999999,44.904780000000002
4275,SIT5QZ1G,4276,family,12,40,1,-93.740180969199997,44.388175964399998
4276,YQD5IX8Q,4277,family,262,25,1,-93.740089999999995,45.095269999999999
4277,KMD8CG3C,4278,family,249,23,3,-93.739112853999998,44.862648010299999
4278,SRG2SW1I,4279,center,109,42,4,-93.739080000000001,44.863460000000003
4279,NUS6TO4J,4280,family,21,10,1,-93.738900000000001,44.908079999999998
4280,LJV9CC3R,4281,center,329,74,3,-93.738699999999994,45.707929999999998
4281,ZIX1VR0C,4282,family,230,19,3,-93.738249999999994,45.099510000000002
4282,ZFW6TG3T,4283,center,104,32,4,-93.737690000000001,44.910060000000001
4283,JOY7DK0P,4284,family,29,12,4,-93.737089999999995,45.327069999999999
4284,YRJ4PZ5M,4285,family,106,40,4,-93.736609999999999,45.094140000000003
4285,WQM9HE8Y,4286,family,1,21,4,-93.736400000000003,44.606240000000000
4286,TZQ7OD8Z,4287,center,408,72,1,-93.736213684099994,45.326255798299997
4287,DEQ3NQ5Q,4288,family,128,34,1,-93.735870000000006,45.561779999999999
4288,UJD3SF2F,4289,family,248,17,1,-93.735830000000007,44.391179999999999
4289,WPJ1MS9D,4290,family,2,1,2,-93.735830000000007,45.344870000000000
4290,FUL0SF4P,4291,family,176,43,4,-93.735600000000005,45.279750000000000
4291,BUR3DR3B,4292,center,262,61,1,-93.735450744600001,45.345569610600002
4292,HNV5BP3N,4293,family,84,8,2,-93.735397338900000,45.091842651400000
4293,DIB4OO2Q,4294,family,258,0,2,-93.735129999999998,45.336019999999998
4294,KWX3EJ7W,4295,family,125,42,1,-93.734840000000005,45.345570000000002
4295,EMM6FA4W,4296,family,274,8,1,-93.733581543000000,44.392055511499997
4296,IYQ4KM9D,4297,family,295,10,2,-93.733580000000003,44.392389999999999
4297,OLY6PT6D,4298,center,474,38,4,-93.733300000000000,44.390889999999999
4298,OYC8ZE5Y,4299,family,20,0,1,-93.732960000000006,45.093800000000002
4299,BNE7JB0Q,4300,family,128,21,2,-93.732231999999996,43.733820000000001
4300,GYM7ZK9I,4301,family,188,28,3,-93.731909999999999,44.393689999999999
4301,BQZ8QP4U,4302,family,63,37,3,-93.731513977099993,44.394149780299998
4302,ZLN7DR4I,4303,family,290,48,4,-93.731170000000006,44.397430000000000
4303,LMD0GV5U,4304,family,115,1,2,-93.730630000000005,43.747579999999999
4304,IJA4JF3J,4305,family,255,15,2,-93.730480000000000,43.738849999999999
4305,VDZ9WF4G,4306,family,161,41,4,-93.729920000000007,44.394799999999996
4306,CQY1KX0Y,4307,center,332,73,3,-93.729072570800000,44.394519805900003
4307,YDR2FS6C,4308,family,228,36,2,-93.728510000000000,43.741720000000001
4308,LDS3KR9X,4309,family,130,6,4,-93.728110000000001,44.390540000000001
4309,JVH5SR2D,4310,family,96,48,1,-93.727310180700002,45.340190887500000
4310,NVH8DV4T,4311,family,140,48,4,-93.727099999999993,43.744920000000000
4311,LEW8FB9F,4312,family,211,49,2,-93.726905822800006,43.747352600100001
4312,HPN2IJ4F,4313,family,294,14,3,-93.726749999999996,45.340040000000002
4313,JRG7PJ1N,4314,center,310,83,2,-93.725509643600006,43.747917175300003
4314,OPG7HO4W,4315,family,232,12,1,-93.725319999999996,44.409680000000002
4315,ZFN7BR9N,4316,family,191,43,2,-93.724861145000006,44.381282806400002
4316,FUD6CI5D,4317,family,66,48,3,-93.724860000000007,44.380989999999997
4317,PBZ4DS0H,4318,family,196,15,2,-93.724369999999993,44.395519999999998
4318,VPT6PI2O,4319,family,243,34,4,-93.724360000000004,44.389299999999999
4319,RGC9DU1E,4320,center,204,24,2,-93.723721999999995,45.341479999999997
4320,HOX7LI0H,4321,center,407,86,4,-93.723579406699997,47.327571868900002
4321,LKY3RH2Y,4322,family,61,37,4,-93.722269999999995,43.921259999999997
4322,YYI3CL0K,4323,family,156,41,2,-93.721720000000005,44.397530000000003
4323,BJC0JW4E,4324,family,223,10,2,-93.720969999999994,47.327570000000001
4324,WLS2JA8F,4325,family,152,3,2,-93.720780000000005,44.396529999999998
4325,MZH5UY1I,4326,family,85,13,2,-93.720709999999997,44.205449999999999
4326,APP9TB9I,4327,family,92,30,4,-93.720089999999999,45.695030000000003
4327,NSE1HG3P,4328,family,153,22,4,-93.719960000000000,45.684320000000000
4328,WCW7GU9V,4329,family,178,15,4,-93.719444274899999,45.694644928000002
4329,JOM8OY9G,4330,family,274,16,1,-93.719429016099994,44.205429077100000
4330,FBP7MI2Y,4331,center,255,42,4,-93.718890000000002,44.107550000000003
4331,JPU3TS0C,4332,family,127,49,1,-93.718289999999996,45.086799999999997
4332,YVI9SO3K,4333,center,398,72,4,-93.717950000000002,47.401020000000003
4333,FZE2FF0F,4334,family,79,31,3,-93.717500000000001,45.727200000000003
4334,MJK4CY9D,4335,family,78,16,1,-93.716812133800005,45.065399169899997
4335,HLL1TK6R,4336,family,125,28,3,-93.715639999999993,44.120330000000003
4336,CSV6NV3W,4337,family,66,15,3,-93.715289999999996,45.222999999999999
4337,FVM2RF7W,4338,family,79,22,1,-93.714820000000003,44.122290000000000
4338,MPQ1VS8Q,4339,family,68,12,3,-93.713489999999993,46.533090000000001
4339,XZH4EZ8G,4340,family,51,30,3,-93.712829999999997,44.126800000000003
4340,HFB1TZ1R,4341,family,297,29,1,-93.710719999999995,46.535010000000000
4341,VYU8WH1H,4342,family,75,16,3,-93.710262999999998,46.527920000000002
4342,HCM0NL7H,4343,family,202,15,2,-93.710080000000005,44.123989999999999
4343,AXW9RI3Y,4344,center,329,64,3,-93.709762573199995,45.748428344700002
4344,GKD4UM7T,4345,family,79,40,4,-93.709040000000002,46.533740000000002
4345,BHG6RB5B,4346,family,37,21,2,-93.708950000000002,45.300640000000001
4346,CZS6AZ9C,4347,family,99,24,4,-93.708633422899993,46.525310516399998
4347,EGY1QJ2Z,4348,family,68,18,4,-93.708457946799996,44.122047424300000
4348,FNY7RX9E,4349,family,104,34,4,-93.707480000000004,44.085670000000000
4349,BMS4EG5N,4350,center,168,39,1,-93.705719999999999,46.505830000000003
4350,KSA7XQ7M,4351,center,221,79,2,-93.704809999999995,45.080610000000000
4351,DEE5QG7Q,4352,family,227,10,2,-93.703919999999997,44.111690000000003
4352,COL7GS7C,4353,family,197,33,4,-93.703910827599998,44.111881256099998
4353,ITV3TR5Y,4354,family,159,45,2,-93.703900000000004,46.534329999999997
4354,GTU9ZP7G,4355,family,225,47,1,-93.703779999999995,44.369450000000001
4355,SZY3WX3A,4356,center,312,52,3,-93.703400000000002,44.111359999999998
4356,BMP7PD7Q,4357,family,20,16,2,-93.703370000000007,47.272509999999997
4357,PTP2AH1L,4358,family,160,11,3,-93.703320000000005,44.113090000000000
4358,ZSA2KV3U,4359,family,114,13,3,-93.702780000000004,46.046669999999999
4359,GWT7PQ3J,4360,family,141,5,1,-93.702232360799997,45.830768585199998
4360,DCH4IJ6U,4361,family,80,46,1,-93.701950073199995,44.117355346700002
4361,LTR5DO3I,4362,center,390,44,4,-93.701949999999997,44.117660000000001
4362,FKA4XR3I,4363,center,106,81,2,-93.701689999999999,45.137210000000003
4363,RRL0SR8W,4364,family,159,48,3,-93.701210021999998,44.120960235600002
4364,MXD0BM0E,4365,family,134,19,4,-93.699309999999997,45.825139999999998
4365,ZAU8DD1Q,4366,family,86,14,3,-93.699165344199997,44.369781494100003
4366,MNM4LW4L,4367,family,193,23,3,-93.699160000000006,45.778689999999997
4367,DTS7HZ5C,4368,family,225,22,3,-93.698226928699995,45.171054840099998
4368,EJM6KR8H,4369,family,163,15,2,-93.698036193799993,45.383975982700001
4369,WHZ3JT5X,4370,family,115,18,2,-93.696746826199998,46.515487670900001
4370,DOA8IU9B,4371,center,205,71,4,-93.696650000000005,45.384090000000000
4371,IOO8VT1M,4372,family,192,49,2,-93.696600000000004,43.793810000000001
4372,WXA7JD7Q,4373,center,496,34,4,-93.696240000000003,45.290759999999999
4373,AJN4NS7F,4374,center,241,99,4,-93.695809999999994,46.515360000000001
4374,QCS0VX1R,4375,center,181,40,2,-93.692070000000001,46.533850000000001
4375,TJN0CV9X,4376,family,2,38,1,-93.691627502399996,45.215198516800001
4376,MCB0AJ4Z,4377,family,66,19,3,-93.691010000000006,45.212429999999998
4377,AUN6YJ3W,4378,family,105,18,2,-93.691001892100005,45.844161987299998
4378,EBH0NN2V,4379,center,165,92,4,-93.690579999999997,45.214720000000000
4379,HLS8MS3X,4380,family,51,2,2,-93.689920000000001,45.216299999999997
4380,FZI5QW7U,4381,family,265,20,2,-93.689498901400000,45.333595275900002
4381,OTO6RE1W,4382,family,154,19,3,-93.689338684099994,45.211498260500001
4382,YJQ4IH6I,4383,family,123,28,4,-93.688869999999994,45.392240000000001
4383,LBP7OJ3L,4384,family,227,4,4,-93.688059999999993,45.213949999999997
4384,RSF6LY4T,4385,family,107,28,3,-93.687789917000003,45.214050293000000
4385,PQY7DR0S,4386,family,171,43,1,-93.687629999999999,45.214419999999997
4386,XUU9GL2G,4387,family,204,32,1,-93.687340000000006,45.212609999999998
4387,QUT7GQ7S,4388,family,146,4,3,-93.685590000000005,45.158780000000000
4388,ISX7IW6Q,4389,center,468,90,3,-93.685469999999995,45.212899999999998
4389,DMH6JO4C,4390,family,68,4,4,-93.684989999999999,46.531880000000001
4390,MAE8XW1C,4391,center,327,100,2,-93.684349999999995,44.423340000000003
4391,UFO6JZ5V,4392,family,41,39,3,-93.683470000000000,45.239049999999999
4392,VNW2PD5M,4393,center,189,64,4,-93.683440000000004,45.297159999999998
4393,RDR2YI8G,4394,family,230,6,3,-93.683300000000003,45.548929999999999
4394,NJA0LY7R,4395,center,345,75,1,-93.683006286600005,45.239234924300000
4395,AQK8UP4K,4396,center,350,36,1,-93.682884216299996,45.237285614000001
4396,PAH0HK8J,4397,family,158,11,1,-93.682879999999997,45.229460000000003
4397,AJW1WS1D,4398,family,137,2,4,-93.682879999999997,46.071880000000000
4398,PKK3AI3S,4399,family,65,40,4,-93.682149999999993,44.199829999999999
4399,NKI7QY3H,4400,center,403,49,2,-93.681120000000007,45.297170000000001
4400,KEL5MQ0M,4401,family,294,2,4,-93.680760000000006,45.217440000000003
4401,ASI5XC4S,4402,center,489,65,4,-93.680430000000001,45.240259999999999
4402,FMI8JJ1J,4403,center,488,38,2,-93.680340000000001,45.217570000000002
4403,POR1OO1A,4404,family,13,37,3,-93.680059999999997,45.212569999999999
4404,CZG7TO0N,4405,family,271,30,2,-93.679829999999995,45.223950000000002
4405,UJC5GQ7V,4406,family,181,11,2,-93.679542541499998,45.224136352499997
4406,NCX1GB7W,4407,family,27,5,1,-93.679500000000004,44.196390000000001
4407,DTH8JI2X,4408,center,424,26,4,-93.679310000000001,44.199820000000003
4408,UOT9QU4U,4409,family,54,9,3,-93.679140000000004,44.194879999999998
4409,ZQS7CK5P,4410,family,73,13,2,-93.679107665999993,45.201820373499999
4410,PUZ2VJ8H,4411,family,193,24,4,-93.678565978999998,44.196151733400001
4411,ZAO6DJ9C,4412,family,176,20,2,-93.678240000000002,45.216790000000003
4412,LBW0SV6F,4413,family,248,47,4,-93.678089999999997,45.215580000000003
4413,WCV5HA7E,4414,family,157,29,1,-93.677970000000002,45.204830000000001
4414,IXG1FC9A,4415,family,165,14,3,-93.677449999999993,45.216439999999999
4415,NDF5ZS9K,4416,center,481,41,3,-93.677314758300000,45.199806213400002
4416,OVX5RJ1P,4417,family,115,2,4,-93.677261352499997,45.160236358600002
4417,KBV3DQ9N,4418,family,111,20,2,-93.677200317399993,45.161605835000003
4418,ROR5NA7P,4419,family,131,17,3,-93.677032470699999,45.197555542000003
4419,TKD3XQ0P,4420,center,309,46,4,-93.676773071300005,45.242294311499997
4420,XWJ8XP7I,4421,center,401,87,2,-93.676749999999998,45.197249999999997
4421,HRB6LG9E,4422,family,121,31,2,-93.676536560100004,45.160167694099997
4422,ZIH1HW0X,4423,center,295,96,4,-93.676519999999996,45.225929999999998
4423,GNP0EY0P,4424,family,110,1,2,-93.676483154300001,45.240299224899999
4424,IMJ2PW1X,4425,center,336,99,3,-93.676376342799998,45.226215362500000
4425,ADG3UW1R,4426,center,220,21,3,-93.676320000000004,44.939520000000002
4426,RHJ5PM8K,4427,family,240,0,2,-93.676270000000002,45.221110000000003
4427,NIN0VJ8H,4428,center,441,82,4,-93.676119999999997,45.239690000000003
4428,QCR4EU7N,4429,family,277,34,2,-93.675920000000005,45.293939999999999
4429,BJR4UB5X,4430,family,22,34,3,-93.675470000000004,44.940519999999999
4430,JPV7VB9N,4431,center,163,62,3,-93.675269999999998,45.241090000000000
4431,HKV4QA3D,4432,family,106,30,4,-93.675190000000001,45.242249999999999
4432,TNU0QK7C,4433,center,175,31,2,-93.674890000000005,44.924309999999998
4433,TNA8LZ6U,4434,center,221,41,1,-93.674667358400001,46.532905578600001
4434,FIL8KR8W,4435,center,127,30,1,-93.674130000000005,45.241830000000000
4435,OUJ2GE2G,4436,center,290,23,4,-93.673180000000002,45.215080000000000
4436,RSC2PV5K,4437,family,295,13,4,-93.673126220699999,45.340980529799999
4437,WLB2SO1J,4438,family,223,38,4,-93.672950000000000,45.201940000000000
4438,ZTG3ZW5Y,4439,family,56,5,2,-93.672742000000000,46.061689999999999
4439,QKB1TA1V,4440,family,72,6,4,-93.672741000000002,46.061689999999999
4440,JWC5CC0P,4441,center,426,72,4,-93.672659999999993,45.215550000000000
4441,YNZ4BI8Y,4442,family,201,19,1,-93.672330000000002,45.229880000000001
4442,VPM0GA0Q,4443,center,195,25,2,-93.672319999999999,46.060789999999997
4443,GIQ5ZO1E,4444,family,291,34,4,-93.671760000000006,45.340960000000003
4444,GGB4SJ3O,4445,family,196,5,3,-93.671629999999993,45.239469999999997
4445,TGV2BC6F,4446,family,102,4,1,-93.671447753899997,45.239284515400001
4446,RYO9VB4Y,4447,center,181,85,3,-93.671130000000005,45.199449999999999
4447,VRD4PI1G,4448,family,68,21,4,-93.670720000000003,45.238360000000000
4448,BIJ3EE1E,4449,family,66,31,3,-93.670519999999996,45.239710000000002
4449,ZTP7TE9C,4450,center,123,28,4,-93.669770000000000,45.231340000000003
4450,KYZ1AF4F,4451,family,195,36,1,-93.669700000000006,44.858950000000000
4451,RLO8SM0U,4452,family,23,23,2,-93.669470000000004,45.202710000000003
4452,LKU6LE9G,4453,family,87,34,4,-93.669342000000000,44.952289999999998
4453,SHH6SB6V,4454,center,341,63,2,-93.669300000000007,45.155459999999998
4454,SSA6OV2L,4455,family,151,26,3,-93.669227600100001,44.952198028600002
4455,SYK1UL3Z,4456,family,159,36,2,-93.669179999999997,45.157730000000001
4456,CKP2TM5S,4457,family,158,10,4,-93.669150000000002,45.231189999999998
4457,OSB6IU0R,4458,center,404,74,4,-93.668760000000006,45.240020000000001
4458,HAN5NO7A,4459,family,290,1,3,-93.668724060100004,45.231086730999998
4459,TYB6KH7S,4460,family,25,27,4,-93.668549999999996,45.230460000000001
4460,NOK3ZS4T,4461,center,315,86,2,-93.668009999999995,45.218200000000003
4461,DZC5OQ7E,4462,family,266,32,4,-93.667900000000003,46.070929999999997
4462,IGW4FV5I,4463,center,242,30,2,-93.667060852099993,45.219539642299999
4463,QDZ4KN7L,4464,family,129,10,4,-93.666929999999994,45.231699999999996
4464,IMM7DD4Z,4465,center,161,67,2,-93.666725158700004,45.777256012000002
4465,PRO7LX2B,4466,family,52,4,4,-93.666480000000007,45.777650000000001
4466,VHZ2QI4I,4467,family,296,36,4,-93.666358947800006,45.007503509499998
4467,ECE6WW2L,4468,center,414,62,3,-93.666169999999994,45.127490000000002
4468,VSA1GJ2V,4469,family,245,16,2,-93.665539999999993,45.215229999999998
4469,EUL8JY9V,4470,family,203,42,2,-93.665319999999994,45.164510000000000
4470,RCJ0HV7J,4471,family,254,35,2,-93.665313720699999,45.184059143100001
4471,SZD6MC7N,4472,family,50,31,4,-93.664749145499997,45.208019256599997
4472,RAY0FS1Y,4473,family,224,35,2,-93.664720000000003,45.091000000000001
4473,CPX4BL1O,4474,family,232,30,2,-93.664220000000000,45.287370000000003
4474,GVI9DM2D,4475,family,203,31,3,-93.664199999999994,45.208019999999998
4475,AOP8MN8U,4476,family,23,24,3,-93.664054870599998,45.173301696800003
4476,ILA9QE7H,4477,family,35,43,1,-93.663849999999996,44.777999999999999
4477,IZP0YH1Z,4478,family,2,47,4,-93.663629999999998,46.066989999999997
4478,UMH8BJ0R,4479,family,51,50,3,-93.663430000000005,45.208069999999999
4479,KZP1QZ4S,4480,family,115,8,3,-93.663399999999996,44.952179999999998
4480,BNZ6UG3N,4481,family,105,3,2,-93.663070000000005,45.220309999999998
4481,LBX2PK2N,4482,center,338,61,2,-93.662980000000005,45.233110000000003
4482,WSW4KI5O,4483,family,39,40,3,-93.662589999999994,45.211069999999999
4483,MYR7OG8T,4484,family,134,37,1,-93.662350000000004,44.514170000000000
4484,ETU4GS7I,4485,family,150,22,2,-93.661941528300005,44.859680175800001
4485,IKK6IM8D,4486,center,419,58,2,-93.661540000000002,45.925139999999999
4486,FTI7RU9E,4487,center,295,95,4,-93.661069999999995,45.207369999999997
4487,QYJ4EL4D,4488,family,281,26,3,-93.660759999999996,45.213419999999999
4488,YCF8TG0A,4489,family,53,12,4,-93.660579999999996,46.517110000000002
4489,YNW9CX0B,4490,family,56,24,1,-93.660140991199995,45.231365203899998
4490,XRN1AN0V,4491,family,222,41,1,-93.658640000000005,45.005910000000000
4491,LWU2FN6T,4492,family,105,9,3,-93.658638000500005,45.005657196000001
4492,WEJ7YN8S,4493,family,62,9,3,-93.658071000000007,45.749549999999999
4493,MKT9VA2C,4494,family,57,46,2,-93.658060000000006,45.007939999999998
4494,IGP3YB4M,4495,family,244,1,3,-93.658042907699993,45.156482696499999
4495,RGX8XK8T,4496,center,117,65,3,-93.658029999999997,45.156230000000001
4496,KEY3TY0R,4497,center,364,41,3,-93.657740000000004,45.762380000000000
4497,OPT9DA2Z,4498,center,121,66,2,-93.657623290999993,45.228294372599997
4498,TFM0VZ2E,4499,family,11,4,3,-93.657179999999997,45.173560000000002
4499,GBA5HY7J,4500,family,123,7,1,-93.656859999999995,45.257469999999998
4500,CWW6OP9S,4501,family,143,46,2,-93.656859999999995,45.725760000000001
4501,WAQ9XY2N,4502,center,329,64,1,-93.656806945800000,44.936561584499998
4502,XZM4GI7T,4503,family,189,14,2,-93.656782000000007,44.936050000000002
4503,XXB1ZZ6R,4504,center,411,60,4,-93.656780999999995,44.936050000000002
4504,GXM1YY5I,4505,family,209,27,2,-93.656181000000004,44.933149999999998
4505,YTN7QW0C,4506,family,75,4,3,-93.656000000000006,44.852010000000000
4506,WZQ0HG7R,4507,center,196,80,1,-93.655919999999995,45.259450000000001
4507,ANP2EZ3Y,4508,family,116,22,1,-93.655850000000001,45.228949999999998
4508,JUB6EV9N,4509,family,108,21,4,-93.655760000000001,47.743409999999997
