providerid,uid,caretype,price,capacity,quality,provider_long,provider_lat
ISB9NL6L,4524,family,127,29,2,-93.65226,45.22754
FPS0GL0I,4525,family,260,13,4,-93.65201568603516,45.00868606567383
EBJ2QV4J,4526,family,264,27,1,-93.65167,44.67566
PRN0XQ5Z,4527,family,260,9,2,-93.65166000000001,44.67586
HKS5ZK2L,4528,family,234,10,2,-93.65139007568359,47.74532318115234
AFD9OW3O,4529,family,187,27,2,-93.65128,44.68021
UMS9SH8M,4530,center,125,64,4,-93.65118,45.23311
BJK4OT0D,4531,center,351,76,3,-93.65097,44.68058
EQS8BM7N,4532,family,11,17,1,-93.65086364746094,45.23311233520508
JOZ2GO5X,4533,family,137,44,3,-93.65073394775391,44.68025970458984
KNK7ZA5U,4534,family,114,30,3,-93.65062713623047,44.68066024780273
IHR6HB2C,4535,center,127,71,1,-93.65062,45.0789
NLB7MQ6T,4536,family,240,39,3,-93.65058898925781,45.07998275756836
KIZ9EN1M,4537,center,216,46,1,-93.65033,45.7666
NTT1MN5H,4538,family,63,12,3,-93.64989,45.23066
ICO2AC4K,4539,family,68,22,3,-93.6498,45.76634
DYU3XM5S,4540,family,28,32,1,-93.64959,45.26063
DMW0UF3G,4541,family,289,30,4,-93.6489,44.65137
VHA2QJ3T,4542,family,75,30,4,-93.64866000000001,45.23336
TDF4WQ9V,4543,family,27,1,2,-93.6484,45.26313
KYZ4JW1C,4544,family,255,32,1,-93.64838,45.2628
NZQ1ZJ0H,4545,family,259,17,3,-93.64823,45.50038
CLV1QA9I,4546,center,378,86,4,-93.64791,45.26152
GIB6FR8U,4547,center,328,75,1,-93.64731597900391,44.65057754516602
NZF3ON2W,4548,center,172,86,2,-93.64691162109375,45.34152221679688
TRA2WF4K,4549,center,163,88,4,-93.64691000000001,44.86401
IHJ0OU2O,4550,center,434,31,3,-93.64653015136719,44.65165710449219
RHX8NQ4U,4551,family,210,36,4,-93.64651000000001,45.44797
MCN9KO9K,4552,center,229,38,2,-93.64643,45.69861
XGM8ZL6H,4553,center,465,29,4,-93.646,45.74921
KGV3TI4K,4554,family,242,11,3,-93.6459,44.82703
SGZ1LP8M,4555,family,122,19,1,-93.64586639404297,44.82607269287109
MVK8IQ0H,4556,family,131,29,2,-93.64512634277344,44.82671356201172
EZM1LG9Q,4557,family,238,31,3,-93.64502,45.26474
LRV4YG4O,4558,family,111,7,1,-93.64445000000001,45.73602
FBM8GU1P,4559,family,134,29,4,-93.64425659179688,45.21640014648438
HVU9XC2Q,4560,center,102,26,2,-93.64419,45.73738
ELP7ZM0G,4561,family,147,6,2,-93.64352416992188,44.65476226806641
FLE3IY7A,4562,center,305,39,2,-93.64332400000001,44.65752
IEZ2PZ1C,4563,center,368,98,1,-93.64327239990234,44.65917205810547
PIV8BC0W,4564,family,217,1,3,-93.64315000000001,44.65483
CMY6CH2E,4565,family,101,42,2,-93.64299,44.82607
ZKS8FI2P,4566,family,292,22,2,-93.64252471923828,45.20992660522461
AGD4LP8U,4567,family,46,49,4,-93.64243,44.64982
BVB6TA0U,4568,family,232,3,1,-93.64203000000001,44.65191
XKQ9UX2L,4569,family,197,34,4,-93.64192,44.81671
FNG7OO4N,4570,center,342,43,1,-93.64184,44.65531
ZYF8JB4U,4571,center,274,31,4,-93.64180755615234,44.92683029174805
YCK3HH3V,4572,center,242,30,3,-93.64145000000001,44.75747
ADZ4XO6P,4573,family,267,10,2,-93.64075,45.24515
RTZ1XX3Y,4574,family,133,20,2,-93.64072,44.75653
WUE8HS7J,4575,center,104,32,2,-93.63979000000001,45.23965
UQV7SX8C,4576,family,188,42,3,-93.63955,44.64849
ARW2TC9Y,4577,center,427,91,3,-93.63952999999999,45.48719
UJD5CW3U,4578,family,133,41,3,-93.63948000000001,44.65533
RLR8GL2M,4579,family,271,1,2,-93.63947296142578,44.65509796142578
IDI0DB9W,4580,family,183,33,3,-93.63891,45.2477
NSD9YZ3D,4581,family,210,16,2,-93.63876999999999,45.77592
GHI5SH1W,4582,family,263,6,4,-93.63835144042969,45.24990081787109
LAJ0TR6E,4583,center,226,55,1,-93.63822174072266,44.66330337524414
IJO2BY0G,4584,family,87,16,2,-93.63701,44.75913
HVP4HR0J,4585,center,255,60,3,-93.63689422607422,44.66743087768555
TNB3RT2E,4586,family,102,15,4,-93.63677,45.2232
NJK1OE9O,4587,center,143,90,3,-93.63673400878906,45.44445037841797
PEI4AH9P,4588,family,110,7,1,-93.63641,45.21687
KOH3KM0B,4589,family,229,25,2,-93.6364,45.30704
PPF6VN0J,4590,center,350,67,2,-93.63626098632813,45.30757141113281
DBY7GI9M,4591,center,307,80,1,-93.63623,45.22128
PRD8PJ4K,4592,family,164,44,4,-93.63589,44.66338
HBM3LJ8S,4593,center,405,54,1,-93.63533,45.51679
ZDO6QB4T,4594,family,191,48,3,-93.63525,45.44349
WNC6ZI7N,4595,center,174,47,4,-93.63503,44.81886
XKN3XX1T,4596,center,132,25,4,-93.63485,44.81819
FRO2GH5U,4597,family,300,42,2,-93.63372,44.7559
COA0RJ4C,4598,family,149,12,1,-93.63336944580078,44.81712341308594
YHJ3WI1U,4599,center,383,25,2,-93.63323,44.67155
YAM7WW5C,4600,family,245,38,4,-93.63321000000001,45.67517
SQH1XM5R,4601,family,136,33,4,-93.63316,44.81726
TRN5VT7Q,4602,center,483,93,2,-93.63279724121094,45.21625137329102
XXD1NO5B,4603,center,238,34,1,-93.63279,45.15534
UJG9JR7S,4604,center,176,27,4,-93.6324,45.21653
XAH7NY7N,4605,center,334,73,4,-93.63176,45.2156
EHK2RK7E,4606,family,18,2,4,-93.63136291503906,45.2156982421875
WBQ9JB0T,4607,family,176,14,3,-93.63101959228516,44.65668487548828
SMA8QN7W,4608,family,129,39,4,-93.63059997558594,45.54142379760742
IIO4NN4J,4609,family,163,16,2,-93.63047,45.5409
FOL8AP4P,4610,center,288,63,1,-93.62966,44.80836
LTH7QA9I,4611,family,59,12,2,-93.62960052490234,45.21808242797852
FRB5OS5J,4612,family,222,36,4,-93.6293,45.21666
UGW7JN3V,4613,center,428,79,3,-93.62926,44.66652
KHE3FX3C,4614,family,273,9,4,-93.62867736816406,44.8369026184082
ICE1EL1H,4615,family,28,32,4,-93.62864999999999,45.20788
MXO3ZR2P,4616,family,155,19,4,-93.62824249267578,45.14239883422852
XBG1LJ6J,4617,family,245,50,1,-93.62766000000001,45.3181
TIK4BI3H,4618,family,101,13,3,-93.6267,44.76826
JFZ0KP2Q,4619,center,252,94,4,-93.62609999999999,45.68698
TKH5IG2E,4620,family,82,50,1,-93.62557,44.82272
KYK8JL4M,4621,family,297,22,1,-93.62512,44.81807
ZNB0QY2W,4622,family,75,41,4,-93.62464,45.14255
ZNS9CM8J,4623,family,227,10,2,-93.62442,44.665
KQQ1KZ2I,4624,family,284,39,3,-93.62391662597656,44.86854934692383
JQA4XR0U,4625,family,269,39,1,-93.6239013671875,44.66623306274414
TDX0KT1I,4626,family,191,29,4,-93.62260000000001,45.21338
GPK3HZ6V,4627,family,120,26,3,-93.6217,45.50221
VTK1LT2G,4628,family,200,6,4,-93.62090301513672,45.50293731689453
NSD0QR7D,4629,family,88,49,3,-93.62054443359375,44.80765533447266
WNT4TN0L,4630,family,66,29,3,-93.62053,44.62527
JLN7MP6G,4631,family,145,14,2,-93.61996000000001,45.40498
GFX4PG9D,4632,family,267,25,1,-93.6195,45.36094
WRK1AD9G,4633,family,173,6,1,-93.61949,45.43306
MJM3VJ9R,4634,family,168,46,3,-93.61933000000001,44.78605
DHC3ZD9I,4635,family,114,43,1,-93.61930847167969,44.8194580078125
FFV6XN4O,4636,center,200,46,2,-93.61914825439453,45.31052017211914
TRN2HJ8O,4637,center,468,82,2,-93.61893463134766,47.26544952392578
MNW4PX3W,4638,family,115,45,2,-93.61893000000001,45.23841
DQH2LL2R,4639,center,347,97,4,-93.61878,45.31013
SMH9FJ3R,4640,center,193,95,3,-93.61866000000001,45.43613
KPJ1HX3F,4641,center,422,95,4,-93.61824035644531,45.35927581787109
PTB5GJ5S,4642,center,365,20,1,-93.61757,44.82096
YLV9JZ5Q,4643,family,178,41,1,-93.6173095703125,44.93456268310547
QTI3EB5N,4644,center,430,89,3,-93.61716,44.93361
PRZ7WL2V,4645,family,256,47,3,-93.61666107177734,44.80504608154297
QGW6OT8L,4646,family,241,35,3,-93.61660000000001,45.4382
TXO3BD0U,4647,family,149,34,2,-93.61627197265625,45.43819808959961
PAU3DE2J,4648,family,285,10,2,-93.616,44.8028
WPA5NZ6J,4649,family,14,47,3,-93.61585998535156,44.81808853149414
ZGQ1VH8L,4650,center,264,71,4,-93.61515,46.61109
NJY1DY6L,4651,center,286,97,1,-93.61487,45.8406
CVH7QG4C,4652,family,215,1,1,-93.61469268798828,44.81518173217773
HRB6WX1U,4653,center,223,53,3,-93.61324999999999,45.73506
SAZ8HE3J,4654,center,350,78,4,-93.61288999999999,44.89337
NDP6AT9Z,4655,family,94,23,1,-93.61265563964844,45.44026565551758
NNC7SK3R,4656,family,15,2,4,-93.61227,45.34893
MZN6QE1I,4657,family,138,5,1,-93.61216,47.24788
FWU1CE3Z,4658,center,221,20,2,-93.61205,45.49864
NIB5OO0I,4659,family,44,14,1,-93.61197,45.31504
TIH6KM9D,4660,family,290,24,4,-93.61183,44.78913
LCU3FM9B,4661,family,116,19,1,-93.61166381835938,45.49793243408203
NUN1DR4A,4662,family,121,8,2,-93.61102,44.81914
OAO1AF4L,4663,center,399,89,3,-93.61102,45.47986
NSB0TK2T,4664,family,189,19,4,-93.61067,47.26466
MTT4VP5K,4665,family,154,48,4,-93.61051999999999,45.44193
AME2VQ2Q,4666,family,285,46,2,-93.61013,45.32471
SAF5UY3O,4667,center,331,34,3,-93.61009,44.39951
CZR6PO5Z,4668,center,217,94,3,-93.60994,45.43924
IRT8YY6D,4669,center,118,81,4,-93.60992,45.29887
PNQ8TW7V,4670,center,430,93,4,-93.60977172851563,45.29860687255859
QPN7NA2F,4671,family,111,0,1,-93.6092529296875,45.29758834838867
WYY1TI8G,4672,family,29,50,4,-93.609130859375,44.82536697387695
ZTV4JN4C,4673,family,48,23,3,-93.609027,44.82546
XPI7ED6X,4674,center,352,37,4,-93.609022,44.82546
UVZ1TE6B,4675,family,223,48,4,-93.609021,44.82546
RJS1TJ0E,4676,family,112,23,1,-93.60889,44.54634
HQM6PG6K,4677,family,49,2,1,-93.60884,45.28756
TTJ9FX9H,4678,family,117,15,1,-93.60823822021484,45.06964492797852
BPS3JP8A,4679,center,447,53,4,-93.60748,45.29707
KPG5FE4U,4680,center,424,77,4,-93.60735,45.3347
ESH9LK3Z,4681,family,40,23,4,-93.6067,45.4399
ICC2QP8B,4682,family,213,27,2,-93.60668182373047,45.33469009399414
UCL0TP4Z,4683,center,496,53,3,-93.6061,45.2349
OMU0CH5P,4684,family,209,49,3,-93.606,44.8091
ZHJ7LV4F,4685,family,197,14,2,-93.60568000000001,44.79999
APK6WC6Q,4686,family,274,25,2,-93.60542,44.79881
NTK0AM3J,4687,family,48,26,3,-93.6053,44.82071
JBH4IT1K,4688,center,347,29,1,-93.60526,45.06891
YUN1II4Y,4689,family,290,11,2,-93.60496999999999,44.90216
TLE9TK0M,4690,center,378,43,2,-93.60492706298828,44.8905029296875
YQP0OV3E,4691,center,452,31,4,-93.604862,45.23803
CXM2AY4N,4692,family,104,34,3,-93.60466766357422,45.2347412109375
IBJ0OW8J,4693,family,279,28,4,-93.60457,44.80088
PXQ0UK9I,4694,center,443,48,1,-93.60442000000001,44.8905
IUE4ER7P,4695,family,53,39,1,-93.60429000000001,45.43526
LBE2JQ6E,4696,family,28,47,2,-93.60417,44.81835
UET9NJ8M,4697,family,120,45,1,-93.60397338867188,44.82228088378906
ARB4UH7D,4698,family,175,38,1,-93.60396575927734,44.78295135498047
YWH0FM2H,4699,family,7,43,2,-93.60343933105469,44.78469085693359
RYR9QX9J,4700,family,185,31,2,-93.60318,45.29819
MPV9TV9X,4701,family,127,1,2,-93.60280609130859,45.45131683349609
SHL3BB4O,4702,family,186,29,3,-93.60231,45.57116
REW9XV9V,4703,family,251,26,4,-93.6023,44.80874
EIV8UW5N,4704,family,105,30,1,-93.60218,44.82885
EVC7TX1U,4705,family,32,8,3,-93.60198211669922,45.31824493408203
EYV2DW0V,4706,center,173,46,1,-93.60187000000001,45.3196
ICY3PA0L,4707,family,50,24,2,-93.60137939453125,44.10564804077148
DTJ2KA9R,4708,center,280,66,4,-93.60137176513672,45.48280334472656
FNA4VQ7S,4709,family,92,41,1,-93.60127258300781,45.60162734985352
TXX3QM0M,4710,center,420,21,3,-93.60080000000001,46.93072
XWN1IG9W,4711,family,177,28,2,-93.60053000000001,44.78467
WMT0HE5D,4712,center,380,40,3,-93.60033,44.80351
WYN1EK6D,4713,center,324,40,1,-93.59974,45.436
HIJ0MG6C,4714,center,421,62,2,-93.59918212890625,46.08069229125977
BIZ1KS9L,4715,family,38,25,3,-93.59846,46.99064
DDI9AR6B,4716,center,125,84,2,-93.59815,44.79038
JDP6GK6B,4717,family,250,20,2,-93.59796,45.32628
KCG4JA7E,4718,center,491,25,2,-93.59778,44.78775
ILJ1BW0C,4719,family,275,25,3,-93.59772,44.7856
INR8ZR6R,4720,center,204,59,2,-93.59748840332031,44.78566741943359
FTV6HW8E,4721,family,80,16,2,-93.59748840332031,44.8034553527832
UGC7NM8C,4722,center,118,38,2,-93.59736,44.80376
OHH4EC0W,4723,family,230,44,1,-93.59721,45.35954
RTQ9KV3N,4724,family,99,14,3,-93.59677000000001,45.43407
MJM4AS3B,4725,family,147,12,2,-93.59672546386719,45.3595085144043
ETB5EZ3U,4726,family,285,34,3,-93.59671783447266,44.09330368041992
VCK9UR3N,4727,family,89,5,1,-93.59588623046875,44.82748413085938
QZL0DV9M,4728,family,179,25,4,-93.595885,44.82735
MFN0AT4J,4729,family,215,24,1,-93.59588100000001,44.82735
XAS5YZ8G,4730,family,209,26,2,-93.595754,44.82732
TOT1KT0F,4731,family,84,40,4,-93.59575100000001,44.82732
WXS4UG6X,4732,center,209,74,1,-93.59554,45.30078
BCD5KE4D,4733,center,100,53,4,-93.59531,44.09367
QFZ1ES2I,4734,family,161,3,1,-93.59519,44.79094
SDI5CZ4R,4735,family,98,32,2,-93.59496,44.78596
HXS0PZ0W,4736,family,70,9,4,-93.59488,44.78615
WVJ5GU2S,4737,family,171,34,3,-93.59462000000001,45.73832
LBU7IZ2W,4738,family,215,45,3,-93.59422302246094,44.99085998535156
NSE6VG7F,4739,center,102,79,2,-93.59409332275391,44.82092666625977
FYQ2RE0C,4740,family,112,42,1,-93.59408000000001,45.56747
BCP8HH0Z,4741,family,119,50,4,-93.59379,45.3106
WHC1AM6K,4742,center,263,33,3,-93.59364318847656,45.44293975830078
HGC9SM9J,4743,center,203,73,2,-93.593611,44.8063
NIM5AK0U,4744,family,122,20,2,-93.59256000000001,45.4407
JGG5RA3E,4745,family,8,21,2,-93.59249,44.7925
SPG5CN1H,4746,center,148,38,3,-93.59246,45.51067
BHG4AO0R,4747,family,241,48,2,-93.591953,46.99308
EDC3SX7E,4748,center,184,65,3,-93.59195200000001,46.99308
YDZ4YS2W,4749,family,95,50,2,-93.591951,46.99308
MRH9SB0J,4750,family,218,24,2,-93.59194946289063,46.99318313598633
RRY7NI4X,4751,center,128,49,3,-93.59166000000001,45.28
CCJ1VC6P,4752,family,122,24,4,-93.59045999999999,45.35381
TCZ4RX8K,4753,center,193,95,2,-93.58978271484375,45.49550247192383
BYO0NR5J,4754,center,460,96,2,-93.58972,45.50441
RND1IZ2A,4755,center,326,44,3,-93.58929999999999,45.56858
LGH9CE4Z,4756,center,287,97,3,-93.58902000000001,45.00169
QVS8TX2P,4757,center,232,90,4,-93.58892,45.37413
DKR6VG7S,4758,center,296,87,1,-93.58839,44.44435
WJY5KX6D,4759,center,375,65,4,-93.58831000000001,43.69278
MYA2FU3M,4760,center,166,34,1,-93.58828735351563,43.69277954101563
NWZ0OA1N,4761,family,193,4,3,-93.58754999999999,44.68692
XHQ1AF6Y,4762,family,199,21,1,-93.58718109130859,44.98930358886719
TTK2EE4R,4763,family,28,30,3,-93.58667,44.80054
YGC7QG1Y,4764,family,60,6,1,-93.58642,45.32721
XBQ0HW5L,4765,family,189,19,2,-93.58638000000001,44.23345
YFF7CC5I,4766,family,56,32,4,-93.58634000000001,45.32084
ZMA3FJ3X,4767,family,2,28,1,-93.586,44.80027
FPO0FS1B,4768,family,168,42,4,-93.58577,45.28694
BQT5AD9E,4769,center,215,49,2,-93.58575999999999,44.45318
VUK2QL7O,4770,family,92,6,2,-93.58529,45.19831
MZX1OA7C,4771,family,39,7,3,-93.585205078125,44.801025390625
QNL2BZ9U,4772,center,422,44,1,-93.58511,45.54058
LSO1RI4N,4773,center,233,29,2,-93.58502,44.80083
ZSL5CJ8G,4774,family,209,18,1,-93.58499000000001,45.56092
POI3XC9Q,4775,family,238,47,2,-93.58489,44.58161
VBP0TF6A,4776,family,111,37,1,-93.58415222167969,44.43660354614258
IYO6DL1R,4777,family,215,34,1,-93.58395299999999,45.56989
QWC5YY6E,4778,center,226,100,4,-93.583951,45.56989
NRY7WK5O,4779,family,130,21,3,-93.58387999999999,44.43398
QND0QN3W,4780,family,196,45,2,-93.58379364013672,45.15364837646484
VTE0TW1D,4781,family,7,41,1,-93.58369999999999,45.32233
UME3UG1U,4782,family,214,37,4,-93.58345031738281,45.56977081298828
AKU7PA8D,4783,family,50,34,2,-93.58320999999999,45.74832
ZKH6ZF9Z,4784,family,113,12,1,-93.58293999999999,43.90039
YSB6VU7K,4785,family,296,5,2,-93.58271000000001,45.57716
IJH4IF6U,4786,center,240,54,2,-93.58252,45.32221
AQX8MB2Q,4787,center,460,80,4,-93.58213043212891,44.80910110473633
QDA9CE3J,4788,family,222,17,2,-93.58211,44.43588
TLY3VI4H,4789,center,338,99,2,-93.58203125,44.56001663208008
SUS0VE9W,4790,family,168,18,4,-93.58203,44.56023
MDU3GS7Q,4791,family,233,35,2,-93.58196258544922,44.55853271484375
WST8NK8C,4792,center,181,53,1,-93.58175,45.27297
JVW8JA5I,4793,family,270,3,3,-93.58164215087891,45.56995010375977
FAG6HQ1U,4794,family,252,32,1,-93.58147,44.44548
DEL9AZ1X,4795,family,119,21,1,-93.58121,44.54678
UQW0IH1L,4796,family,39,6,4,-93.58121,44.55885
NWZ0KW6C,4797,family,211,45,4,-93.58092000000001,45.27214
WLH2JS0E,4798,family,300,36,3,-93.58076,45.20259
OJL3MK0C,4799,family,142,13,1,-93.58047000000001,44.54065
RYZ3RL4Z,4800,family,187,25,1,-93.58011999999999,45.27377
DBP6LY8Q,4801,center,301,98,1,-93.58009338378906,45.28584671020508
NOA1CW5M,4802,center,302,66,3,-93.57991027832031,44.54364013671875
RSI1WK4D,4803,family,259,20,1,-93.57962036132813,44.43946075439453
KCB3FP0H,4804,family,31,37,2,-93.57936859130859,45.26819610595703
KVH6CP5V,4805,center,450,51,3,-93.57924,44.85993
IGV0YX1U,4806,family,0,26,1,-93.57920074462891,44.81736755371094
EYP1YJ5L,4807,family,254,37,4,-93.57903,44.70458
NNX2DZ3F,4808,family,99,14,3,-93.57887,44.91554
ACJ5OX4Y,4809,family,205,8,1,-93.57877000000001,44.4454
WBA4QX4V,4810,family,19,44,1,-93.57843200000001,44.44014
ZOB8RM8M,4811,family,141,21,3,-93.57841999999999,47.04382
XBZ6KH3O,4812,center,158,44,4,-93.57823000000001,45.26772
IWA0NL0X,4813,center,137,100,2,-93.57808,44.53642
PKV0XX4N,4814,family,100,18,3,-93.57801055908203,45.27343368530273
KXT3AJ5B,4815,family,147,45,4,-93.57791,45.19162
VYL8VR4Y,4816,family,127,12,2,-93.57774000000001,44.53967
VGO0EI1L,4817,family,108,23,2,-93.577731,44.54726
OJH3ZK2L,4818,center,160,68,2,-93.57759094238281,45.19161987304688
UMZ2ZO4P,4819,family,268,31,2,-93.57758331298828,44.54724884033203
FJB6HK1D,4820,family,85,49,4,-93.57752000000001,45.26758
VHI0IK0R,4821,family,234,20,3,-93.57747000000001,44.82651
ZCW7IK2W,4822,family,186,9,1,-93.57736,44.70549
IAZ5ZX4X,4823,family,120,31,1,-93.57735,44.80303
KFO9QK9U,4824,family,281,42,4,-93.57713,45.19896
DIE2NY9L,4825,family,11,32,2,-93.57701,44.88253
BXM2DF1B,4826,family,70,47,4,-93.57677459716797,45.19895935058594
HFJ4HV3D,4827,family,139,30,4,-93.57673645019531,45.30442810058594
ZOZ0QB5F,4828,center,188,52,2,-93.57673,45.27749
XQL0FO1T,4829,family,269,14,1,-93.576643,45.30502
RAI1ZW6M,4830,center,301,43,3,-93.57664200000001,45.30502
SNO4BP3T,4831,family,17,24,1,-93.57590999999999,44.54088
CKD8SF9I,4832,family,70,11,3,-93.57544,44.43733
TKM8NE1J,4833,center,496,77,4,-93.57487,44.54372
SWK5AD7T,4834,family,162,16,3,-93.57479858398438,45.26745223999023
LRT0JU5K,4835,center,117,89,4,-93.57477569580078,43.67291259765625
EHF5ES7C,4836,family,280,39,1,-93.57461000000001,45.26934
QGQ2ZH3B,4837,family,162,37,1,-93.57455,45.26594
HOS1NT7P,4838,center,199,83,3,-93.57453155517578,45.26625061035156
BQD2CC7Z,4839,family,178,0,2,-93.57450866699219,44.53264617919922
UEY7MY8A,4840,family,274,25,1,-93.57443000000001,44.21654
OEE5SB3W,4841,family,109,14,4,-93.57432,44.53226
IRQ5PN6K,4842,family,70,48,4,-93.57429999999999,44.55702
SHP9IG7A,4843,center,349,29,4,-93.57411000000001,43.67276
TVB7JR7Y,4844,family,196,19,3,-93.57408,45.20922
LJC0RF1Q,4845,family,132,47,4,-93.57388,47.2465
UXU6KK9A,4846,center,484,70,3,-93.57378,44.53423
DEL9MQ3F,4847,family,181,31,1,-93.57365,45.31092
DRU9BG6P,4848,family,22,7,1,-93.57298278808594,44.75767517089844
WCF3IU8V,4849,family,245,18,4,-93.57281,45.27292
PLX5OK2V,4850,center,307,48,1,-93.57277000000001,45.20093
CMB3QS1P,4851,family,204,47,4,-93.57271,44.75789
TQE8JX7R,4852,family,239,17,3,-93.57243,45.20878
GJV8II3R,4853,center,271,89,4,-93.57242584228516,44.54502868652344
USV6AL1K,4854,family,195,42,4,-93.57235,45.21251
IRV7TY9M,4855,center,400,21,4,-93.57205963134766,43.66985321044922
JQA2UR2R,4856,family,205,4,3,-93.572021484375,45.27333831787109
UTR5ZL1Y,4857,family,16,3,3,-93.57193756103516,45.26784896850586
THO4OJ0I,4858,family,120,50,1,-93.57191,45.31521
UFJ2DR2R,4859,center,162,45,1,-93.57176,44.54204
KQI8DH7C,4860,family,257,37,2,-93.57173,44.44302
ZYV1DZ6M,4861,family,156,29,4,-93.57109832763672,44.52243041992188
KCJ7RP6K,4862,family,111,35,1,-93.57101440429688,44.98599624633789
BQK2OU8B,4863,family,86,40,3,-93.57058000000001,44.90111
CVW5OD9L,4864,center,409,92,2,-93.57040000000001,44.22897
AUU8WJ2H,4865,family,23,2,2,-93.56867218017578,45.57212066650391
RRD4ZH1B,4866,family,284,11,4,-93.56852000000001,44.4527
VIA4DF2T,4867,center,496,43,1,-93.56851,45.20631
UCM9ZZ1S,4868,center,224,79,1,-93.56843000000001,44.55174
TRT4YW6U,4869,center,284,42,4,-93.56817,45.57208
TPL5JG0Z,4870,center,125,46,2,-93.56767000000001,45.18951
EWA2KG0J,4871,family,255,32,1,-93.56766,45.20846
CWT9ZC5D,4872,family,32,21,4,-93.5673,45.3265
YYB1TH4M,4873,family,198,7,1,-93.56711,44.84491
JNQ4HX9V,4874,family,50,19,4,-93.56700134277344,44.52473831176758
CLX6BQ7F,4875,family,220,7,1,-93.56688,45.31577
BID9JU1J,4876,family,64,42,3,-93.56626,45.19696
ODZ3OK7E,4877,family,208,39,1,-93.56614685058594,47.24899673461914
RQD8KV1Y,4878,family,73,12,2,-93.56568145751953,45.19364166259766
TYM5DC9C,4879,family,36,46,2,-93.5655517578125,45.31168365478516
XMX0VP7L,4880,center,248,93,4,-93.56538000000001,45.19348
PAJ7NH4K,4881,family,240,28,4,-93.56535,45.18622
XNF3BU0S,4882,family,277,31,3,-93.56529000000001,45.20361
ZGC2AG8T,4883,family,241,28,2,-93.56523,45.30582
XVU9ER5D,4884,family,208,34,3,-93.56508,45.30772
WVN9MI3A,4885,family,287,41,2,-93.56497192382813,45.18621826171875
QTI0YQ9H,4886,center,412,96,2,-93.56468,44.5373
WSJ7OT8U,4887,family,171,20,2,-93.56467000000001,44.53916
AYO4YD3K,4888,family,57,0,4,-93.564652,44.55716
FJM5RI0F,4889,center,380,98,4,-93.564651,44.55716
SSP1MN2X,4890,family,180,50,2,-93.56416,44.21731
PAE7HZ3R,4891,family,139,36,2,-93.56409454345703,44.55513381958008
VXM9IM0M,4892,family,241,22,4,-93.56397,47.16756
UXD5MJ3R,4893,family,167,3,3,-93.56385803222656,44.55516815185547
ZNN6UD5N,4894,family,288,19,4,-93.56368000000001,47.23825
KDC9KL9K,4895,center,113,20,4,-93.56341000000001,44.54017
EQR8WE0D,4896,family,15,46,2,-93.5633,45.30986
AJM6NQ7E,4897,center,165,45,1,-93.5632,45.46333
YZP9GU1B,4898,center,361,21,4,-93.56314086914063,45.204345703125
WVD5DD0R,4899,family,128,4,2,-93.56287384033203,44.54701995849609
KZV9IG9Y,4900,family,212,28,2,-93.56255340576172,45.50112915039063
UBQ7SH2G,4901,family,170,6,2,-93.56211090087891,45.13094329833984
BMM8CP6N,4902,center,463,68,4,-93.5621,45.13039
KYX4ZO1U,4903,family,4,29,1,-93.56195,44.53946
GJI9YQ2Y,4904,family,129,42,4,-93.56179,44.54916
OEV4QQ7H,4905,family,161,41,3,-93.56159210205078,44.74855041503906
BSZ5GP6D,4906,family,11,35,1,-93.56117,45.50114
KSI1ZO8N,4907,family,3,8,3,-93.56093597412109,45.35404205322266
IEJ9PQ7H,4908,family,61,10,4,-93.56092,43.76548
PJG4GN0M,4909,family,54,3,2,-93.56076,45.35353
PQE0GM7L,4910,family,110,17,1,-93.5607,44.5323
FLB9RO3S,4911,center,289,22,4,-93.56055000000001,45.39668
QBO4MN2M,4912,center,174,40,3,-93.56028000000001,45.32091
LZT7HZ1W,4913,family,27,4,4,-93.56026458740234,44.53463363647461
EZV6YW6Q,4914,family,148,29,1,-93.56018829345703,45.32096862792969
FCF9YE3F,4915,family,117,7,2,-93.56003,45.30239
PCH4LQ1G,4916,center,139,92,3,-93.55996,45.30176
ONR5VS7G,4917,family,276,37,2,-93.55995941162109,45.30205154418945
GZV2TB2X,4918,family,77,22,4,-93.55934143066406,44.54708862304688
VTW4TV4R,4919,family,8,14,3,-93.55932,44.53228
ZGQ5NP2Y,4920,family,145,15,2,-93.55895,44.85217
TZN2EZ7B,4921,family,102,31,2,-93.55894470214844,44.85205078125
EKP3US7H,4922,center,347,39,4,-93.55894000000001,45.20578
EJH3OD7B,4923,family,201,35,1,-93.55832,45.3235
WHO1ZM6U,4924,family,189,18,2,-93.55808,44.862
NOJ6PW1D,4925,center,178,86,3,-93.55710601806641,48.3989372253418
YUZ9ZV0F,4926,family,191,18,3,-93.55701000000001,45.58158
WUC1HZ6Y,4927,family,277,29,3,-93.55696105957031,44.86148834228516
JON8DQ9Y,4928,center,395,64,2,-93.55692000000001,44.53536
QFS2HA3A,4929,center,488,49,1,-93.55662,45.17865
FOK7EG8V,4930,family,127,23,3,-93.55656999999999,45.32306
VIC2MY8U,4931,center,301,71,3,-93.55588,44.54551
DQG7ML4F,4932,family,69,1,1,-93.55526,44.53375
JYB2IB7Z,4933,family,225,7,1,-93.555221,45.20876
UOB6QC8D,4934,family,220,23,3,-93.55522000000001,45.20876
AYI5KZ6V,4935,family,128,15,1,-93.55504999999999,44.53865
